wavelength,power
3371.5608,0.033326223
3371.4238,0.0064579486
3371.2866,0.028775457
3371.1499,0.035647810
3371.0127,0.016459579
3370.8760,0.018660633
3370.7390,0.040107030
3370.6018,0.022952693
3370.4648,0.011853146
3370.3279,0.035532802
3370.1912,0.028685326
3370.0542,0.0061818771
3369.9175,0.031140516
3369.7803,0.034215610
3369.6433,0.0072943168
3369.5068,0.025789838
3369.3699,0.034063164
3369.2332,0.016854707
3369.0962,0.017940642
3368.9597,0.034814201
3368.8225,0.021352876
3368.6855,0.011400157
3368.5491,0.030215451
3368.4121,0.028654747
3368.2756,0.0031232063
3368.1392,0.025108082
3368.0022,0.031713620
3367.8655,0.010054570
3367.7288,0.021910790
3367.5923,0.032463767
3367.4553,0.015657386
3367.3188,0.015509606
3367.1821,0.030655760
3367.0454,0.020911526
3366.9087,0.0053334935
3366.7720,0.028049985
3366.6355,0.028199069
3366.4988,0.0058438317
3366.3625,0.023300491
3366.2256,0.028243523
3366.0891,0.0098962514
3365.9524,0.016569808
3365.8159,0.031118395
3365.6794,0.014571765
3365.5430,0.0094583621
3365.4063,0.030386778
3365.2698,0.019895993
3365.1333,0.0042179739
3364.9968,0.025702871
3364.8604,0.028255165
3364.7241,0.0038439997
3364.5876,0.020010626
3364.4512,0.027169287
3364.3147,0.010844120
3364.1785,0.015456946
3364.0420,0.027858960
3363.9055,0.016161043
3363.7693,0.010114525
3363.6326,0.025383774
3363.4963,0.019149840
3363.3599,0.0030168209
3363.2239,0.022233868
3363.0874,0.021182980
3362.9509,0.0099764839
3362.8149,0.020136986
3362.6782,0.025984904
3362.5422,0.010176567
3362.4058,0.011520787
3362.2698,0.026166312
3362.1333,0.016985741
3361.9971,0.0083516110
3361.8608,0.022964379
3361.7244,0.020627191
3361.5884,0.00096525124
3361.4521,0.019873435
3361.3162,0.021757966
3361.1799,0.0083758282
3361.0437,0.017163701
3360.9077,0.022059251
3360.7715,0.012633851
3360.6355,0.0091033000
3360.4993,0.023447903
3360.3633,0.017663382
3360.2273,0.0057309377
3360.0908,0.021104883
3359.9548,0.020434404
3359.8186,0.0018012791
3359.6829,0.018327048
3359.5466,0.020146830
3359.4109,0.010886544
3359.2744,0.012944607
3359.1384,0.024535540
3359.0027,0.012698150
3358.8665,0.0086531406
3358.7307,0.023176365
3358.5947,0.016800625
3358.4590,0.0053124083
3358.3225,0.016652502
3358.1865,0.021182239
3358.0508,0.0038396709
3357.9148,0.016324045
3357.7791,0.022260532
3357.6436,0.0097476915
3357.5076,0.014988019
3357.3716,0.021423828
3357.2356,0.0097101042
3357.0999,0.0057997461
3356.9641,0.019168109
3356.8284,0.017386889
3356.6924,0.0015778159
3356.5566,0.018227939
3356.4207,0.017417977
3356.2849,0.0070006824
3356.1494,0.015915865
3356.0134,0.019769795
3355.8779,0.0098659527
3355.7417,0.010945083
3355.6062,0.019992683
3355.4705,0.013057622
3355.3347,0.0062659141
3355.1992,0.018118169
3355.0635,0.015193342
3354.9277,0.0052279718
3354.7920,0.016806478
3354.6565,0.018873120
3354.5208,0.0053990330
3354.3850,0.010478097
3354.2495,0.023428269
3354.1143,0.011142952
3353.9785,0.011587779
3353.8428,0.019413052
3353.7075,0.012015728
3353.5718,0.0038381105
3353.4363,0.016604742
3353.3008,0.016940869
3353.1650,0.0021819375
3353.0295,0.013187247
3352.8940,0.018906211
3352.7588,0.0054372242
3352.6233,0.011879462
3352.4875,0.017016023
3352.3523,0.011062882
3352.2166,0.0043609911
3352.0813,0.019676279
3351.9458,0.015066862
3351.8105,0.0053629079
3351.6750,0.016524810
3351.5396,0.013405012
3351.4041,0.0040076640
3351.2686,0.012476470
3351.1335,0.018262560
3350.9980,0.0063524023
3350.8630,0.0096686389
3350.7275,0.016604807
3350.5920,0.011321388
3350.4570,0.0046312422
3350.3215,0.016177377
3350.1865,0.016014142
3350.0510,0.0034970983
3349.9160,0.014560559
3349.7808,0.017052246
3349.6450,0.0054844734
3349.5100,0.011841450
3349.3748,0.017842488
3349.2397,0.0081977695
3349.1045,0.0092183370
3348.9695,0.018121313
3348.8340,0.0094786929
3348.6987,0.0051591843
3348.5637,0.013371554
3348.4285,0.015192368
3348.2935,0.0022685928
3348.1584,0.012216552
3348.0234,0.016840175
3347.8879,0.0050469302
3347.7529,0.013228982
3347.6179,0.015442831
3347.4827,0.0072175520
3347.3479,0.0063876319
3347.2131,0.014092078
3347.0779,0.013797292
3346.9429,0.0047724294
3346.8081,0.015699763
3346.6729,0.014629030
3346.5378,0.0014993264
3346.4031,0.013190648
3346.2678,0.014146869
3346.1331,0.0052394019
3345.9978,0.0095946351
3345.8633,0.013411839
3345.7283,0.010082622
3345.5933,0.0045221825
3345.4585,0.016001137
3345.3232,0.012907480
3345.1885,0.0033043043
3345.0535,0.014483712
3344.9189,0.012919742
3344.7839,0.0016367153
3344.6489,0.010594154
3344.5142,0.014538557
3344.3792,0.0047884774
3344.2446,0.0059223594
3344.1096,0.014615513
3343.9751,0.010838162
3343.8403,0.0043040831
3343.7056,0.014198475
3343.5708,0.012562491
3343.4360,0.0015064914
3343.3015,0.011093157
3343.1667,0.016299291
3343.0322,0.0032188960
3342.8975,0.012010578
3342.7622,0.013499473
3342.6279,0.0062913150
3342.4932,0.0050879242
3342.3586,0.015275680
3342.2239,0.011500507
3342.0894,0.0055588582
3341.9548,0.013231848
3341.8198,0.010961988
3341.6853,0.0020270857
3341.5508,0.012697244
3341.4163,0.012024468
3341.2817,0.0048201713
3341.1472,0.0085323332
3341.0125,0.014987759
3340.8777,0.0079081086
3340.7434,0.0053623528
3340.6089,0.014868435
3340.4746,0.010688387
3340.3398,0.0028660491
3340.2056,0.013355013
3340.0710,0.013518959
3339.9365,0.0032298653
3339.8022,0.010981483
3339.6677,0.014563827
3339.5334,0.0036117509
3339.3989,0.0094000790
3339.2646,0.012217643
3339.1301,0.0073992847
3338.9956,0.0043932609
3338.8613,0.013033543
3338.7271,0.0095960610
3338.5928,0.0021758722
3338.4580,0.012959362
3338.3240,0.012422698
3338.1895,0.0023946015
3338.0552,0.0094682341
3337.9211,0.014243095
3337.7866,0.0059091891
3337.6526,0.0079039736
3337.5181,0.014134994
3337.3840,0.0083109736
3337.2495,0.0052169776
3337.1152,0.014029748
3336.9812,0.0089707850
3336.8472,0.00017739317
3336.7129,0.012123585
3336.5786,0.011578867
3336.4446,0.0023227790
3336.3105,0.0090642069
3336.1763,0.010986888
3336.0422,0.0085862959
3335.9077,0.0075026117
3335.7739,0.013821721
3335.6396,0.0069238856
3335.5056,0.0024191302
3335.3716,0.012876082
3335.2373,0.011159863
3335.1035,0.0026737605
3334.9690,0.0095799500
3334.8352,0.012055343
3334.7012,0.0017415081
3334.5671,0.0067136446
3334.4331,0.012990988
3334.2991,0.0051694498
3334.1650,0.0055327052
3334.0310,0.010037505
3333.8972,0.0096882395
3333.7632,0.0018743693
3333.6294,0.013008495
3333.4954,0.010810229
3333.3616,0.0017670164
3333.2275,0.0078531289
3333.0935,0.012851447
3332.9600,0.0035422677
3332.8259,0.0081323152
3332.6921,0.010113769
3332.5583,0.0075793234
3332.4241,0.0041199438
3332.2903,0.011895711
3332.1565,0.0093311686
3332.0227,0.0025064384
3331.8889,0.011236956
3331.7554,0.0090749040
3331.6211,0.0016275139
3331.4873,0.0080510071
3331.3538,0.010397314
3331.2200,0.0051587066
3331.0864,0.0052309125
3330.9524,0.011400285
3330.8188,0.0098200496
3330.6848,0.0051060091
3330.5510,0.012616722
3330.4175,0.0064745038
3330.2839,0.0016223902
3330.1504,0.0096576149
3330.0166,0.011447314
3329.8831,0.0017009617
3329.7495,0.0073295161
3329.6157,0.012799222
3329.4822,0.0041729468
3329.3486,0.0050017620
3329.2151,0.011861387
3329.0815,0.0063851741
3328.9478,0.0016959965
3328.8142,0.011311920
3328.6807,0.0093646673
3328.5471,0.0010642355
3328.4136,0.0083158594
3328.2803,0.010128604
3328.1465,0.0035114393
3328.0132,0.0069840313
3327.8794,0.011238351
3327.7458,0.0058941646
3327.6125,0.0044199051
3327.4790,0.010161346
3327.3459,0.0096372804
3327.2122,0.0036800448
3327.0789,0.0099863485
3326.9453,0.0086684972
3326.8118,0.0017968771
3326.6787,0.0083943699
3326.5454,0.011571132
3326.4119,0.0038843630
3326.2786,0.0089323884
3326.1453,0.0085436730
3326.0120,0.0063159834
3325.8784,0.0037920966
3325.7454,0.010092906
3325.6118,0.0085455887
3325.4785,0.0025837864
3325.3452,0.010180146
3325.2122,0.0092271315
3325.0789,0.0024816245
3324.9456,0.0084514935
3324.8125,0.0096374257
3324.6787,0.0040374291
3324.5459,0.0038419978
3324.4126,0.012547789
3324.2795,0.0062220003
3324.1462,0.0028351878
3324.0129,0.012099449
3323.8796,0.0060516922
3323.7463,0.0015874937
3323.6135,0.011199632
3323.4802,0.0076716100
3323.3474,0.0056038541
3323.2141,0.010394168
3323.0813,0.0094621014
3322.9480,0.0044448231
3322.8149,0.0055274102
3322.6819,0.010041342
3322.5488,0.0057437336
3322.4160,0.0020105115
3322.2830,0.010300215
3322.1494,0.0062939180
3322.0166,0.0013384580
3321.8835,0.0077029141
3321.7507,0.0075258794
3321.6177,0.0054401392
3321.4849,0.0056301951
3321.3516,0.012277666
3321.2185,0.0053134942
3321.0857,0.0063857706
3320.9526,0.010258540
3320.8201,0.0094994083
3320.6870,0.0047688643
3320.5542,0.0076154959
3320.4211,0.010367284
3320.2881,0.0013879609
3320.1553,0.010140583
3320.0225,0.0075035938
3319.8899,0.0054601831
3319.7568,0.0074295425
3319.6243,0.010600069
3319.4912,0.0042405054
3319.3584,0.0040335725
3319.2258,0.0099188173
3319.0930,0.0057331673
3318.9604,0.0011914354
3318.8274,0.0092357965
3318.6946,0.010265100
3318.5618,0.0047936519
3318.4290,0.0094003258
3318.2964,0.0089685321
3318.1638,0.0048257289
3318.0313,0.0080372645
3317.8982,0.0097604310
3317.7656,0.0044797710
3317.6328,0.0027984234
3317.5002,0.010255992
3317.3677,0.0064129331
3317.2349,0.0014139783
3317.1023,0.0075995843
3316.9695,0.0093632182
3316.8372,0.0020965040
3316.7043,0.0075440211
3316.5718,0.0096108178
3316.4395,0.0041719922
3316.3071,0.0058156750
3316.1743,0.0089618992
3316.0417,0.0050727120
3315.9094,0.0018433512
3315.7769,0.0082612745
3315.6445,0.0083442787
3315.5120,0.00076915167
3315.3792,0.0088445339
3315.2468,0.0087854322
3315.1143,0.0019118320
3314.9819,0.0056634061
3314.8494,0.010424854
3314.7173,0.0043397513
3314.5847,0.0048545650
3314.4519,0.0095539140
3314.3196,0.0042950506
3314.1873,0.0014122917
3314.0549,0.0087718368
3313.9226,0.0063730697
3313.7903,0.0016986429
3313.6577,0.0072256364
3313.5251,0.0089774579
3313.3931,0.0020273002
3313.2607,0.0051505207
3313.1287,0.0086158104
3312.9961,0.0048448555
3312.8643,0.0026123410
3312.7317,0.010281146
3312.5994,0.0053610844
3312.4673,0.0012084813
3312.3350,0.0078734523
3312.2029,0.0082274107
3312.0706,0.0014008750
3311.9382,0.0062919548
3311.8062,0.0084732231
3311.6738,0.0027141452
3311.5417,0.0052985479
3311.4094,0.0082626902
3311.2776,0.0054637897
3311.1450,0.0039502908
3311.0132,0.0084676808
3310.8809,0.0058342530
3310.7488,0.00074666011
3310.6167,0.0073251259
3310.4846,0.0057524843
3310.3528,0.0043613072
3310.2202,0.0069154250
3310.0884,0.0061455606
3309.9563,0.0065083774
3309.8242,0.0050768647
3309.6921,0.0078010596
3309.5601,0.0068714162
3309.4282,0.0019170811
3309.2961,0.0084153824
3309.1643,0.0091554476
3309.0325,0.0030557646
3308.9004,0.0093299672
3308.7686,0.0081397640
3308.6365,0.0029177556
3308.5044,0.0051755598
3308.3726,0.0085718306
3308.2407,0.0059385635
3308.1086,0.0041605528
3307.9768,0.0081966808
3307.8450,0.0077267080
3307.7129,0.0037407533
3307.5811,0.0094963210
3307.4492,0.0059478004
3307.3176,0.00091018016
3307.1855,0.0055483626
3307.0537,0.0082060900
3306.9219,0.0025366503
3306.7900,0.0032745781
3306.6584,0.0091014095
3306.5264,0.0045668217
3306.3948,0.0034501157
3306.2629,0.0076402710
3306.1313,0.0067957402
3305.9998,0.0026571851
3305.8679,0.0053356206
3305.7363,0.0062376438
3305.6045,0.0050328663
3305.4729,0.0069229272
3305.3413,0.0081684394
3305.2092,0.0033653479
3305.0776,0.0031424088
3304.9460,0.0098434500
3304.8145,0.0060626385
3304.6829,0.0031563286
3304.5513,0.0076644099
3304.4197,0.0065154415
3304.2876,0.0032915988
3304.1563,0.0099296961
3304.0247,0.0073254835
3303.8933,0.0017100784
3303.7617,0.0039535575
3303.6301,0.0072170766
3303.4983,0.0046649161
3303.3667,0.0033274472
3303.2354,0.0073738699
3303.1038,0.0050201700
3302.9724,0.0026377258
3302.8408,0.0068901544
3302.7097,0.0085003842
3302.5781,0.0019350660
3302.4465,0.0074261161
3302.3152,0.0073983450
3302.1838,0.0037268836
3302.0525,0.0068734535
3301.9209,0.0071373889
3301.7896,0.0053658020
3301.6580,0.0045881118
3301.5266,0.0073643639
3301.3955,0.0083496375
3301.2639,0.0030825662
3301.1328,0.0087374058
3301.0010,0.0060945470
3300.8699,0.0020264157
3300.7385,0.0070495028
3300.6072,0.0077531226
3300.4761,0.0016640357
3300.3447,0.0057359710
3300.2136,0.0049295775
3300.0820,0.0057786577
3299.9509,0.0037874626
3299.8196,0.0077794986
3299.6882,0.0060140253
3299.5571,0.00047187973
3299.4258,0.0080263019
3299.2949,0.0071069710
3299.1636,0.0033345190
3299.0325,0.0065487730
3298.9014,0.0065114372
3298.7700,0.0033506255
3298.6392,0.0043888446
3298.5076,0.0066707754
3298.3767,0.0043334938
3298.2454,0.0013763878
3298.1145,0.0070549026
3297.9834,0.0069421106
3297.8521,0.00084545917
3297.7212,0.0064897849
3297.5898,0.0070128259
3297.4590,0.0018089589
3297.3279,0.0064766128
3297.1970,0.0068472186
3297.0659,0.0023331579
3296.9348,0.0036010512
3296.8037,0.0063808248
3296.6726,0.0042674332
3296.5417,0.00048581409
3296.4106,0.0069433614
3296.2800,0.0070784395
3296.1489,0.0018103172
3296.0181,0.0077905990
3295.8872,0.0070664356
3295.7561,0.0020365990
3295.6255,0.0044813165
3295.4944,0.0089634787
3295.3638,0.0035785206
3295.2327,0.0035750286
3295.1016,0.0084963012
3294.9709,0.0055647120
3294.8398,0.0038938301
3294.7092,0.0069161938
3294.5784,0.0042069107
3294.4478,0.0012763115
3294.3169,0.0050578392
3294.1855,0.0077963304
3294.0549,0.0019943265
3293.9241,0.0037901120
3293.7937,0.0084762303
3293.6628,0.0036264865
3293.5322,0.0036544870
3293.4011,0.0056067598
3293.2703,0.0069699022
3293.1396,0.0027916166
3293.0090,0.0087341527
3292.8784,0.0062899571
3292.7478,0.0015568413
3292.6172,0.0049352199
3292.4866,0.0062071788
3292.3557,0.0026805792
3292.2253,0.0037313967
3292.0945,0.0068889977
3291.9641,0.0035791579
3291.8335,0.0022353940
3291.7026,0.0066729528
3291.5720,0.0048938878
3291.4414,0.00069213437
3291.3110,0.0060672886
3291.1804,0.0053345538
3291.0500,0.00082414935
3290.9192,0.0036754855
3290.7888,0.0059832288
3290.6582,0.0044909804
3290.5276,0.0029170839
3290.3972,0.0075481664
3290.2666,0.0053308005
3290.1365,0.0032199782
3290.0056,0.0071462849
3289.8752,0.0042196615
3289.7446,0.00082141423
3289.6143,0.0052131256
3289.4839,0.0079551460
3289.3535,0.0022493389
3289.2231,0.0055910321
3289.0928,0.0068632890
3288.9626,0.0028796240
3288.8320,0.0031279526
3288.7019,0.0070966328
3288.5715,0.0045520794
3288.4409,0.0029067222
3288.3105,0.0056590824
3288.1802,0.0053955009
3288.0500,0.0014817010
3287.9197,0.0032595880
3287.7896,0.0062275040
3287.6592,0.0029951413
3287.5286,0.0048903734
3287.3987,0.0049258480
3287.2683,0.0042450516
3287.1382,0.0017634728
3287.0078,0.0077108298
3286.8779,0.0036711541
3286.7473,0.00064168690
3286.6169,0.0069279773
3286.4871,0.0058084554
3286.3567,0.00023041057
3286.2268,0.0056931288
3286.0964,0.0047576982
3285.9668,0.0021951594
3285.8364,0.0035559325
3285.7061,0.0059948242
3285.5762,0.0040498688
3285.4460,0.0032319438
3285.3162,0.0067036469
3285.1858,0.0057532140
3285.0557,0.00097780954
3284.9255,0.0055719903
3284.7954,0.0058626276
3284.6655,0.00018633390
3284.5354,0.0024377306
3284.4055,0.0061154352
3284.2754,0.0046159024
3284.1455,0.0028744419
3284.0154,0.0063535147
3283.8853,0.0056527336
3283.7556,0.0017559013
3283.6255,0.0071474803
3283.4956,0.0054436862
3283.3655,0.0012313141
3283.2356,0.0057186200
3283.1057,0.0049391766
3282.9756,0.0025254712
3282.8459,0.0049814559
3282.7161,0.0051605045
3282.5862,0.0033664287
3282.4563,0.0021265706
3282.3267,0.0058869775
3282.1968,0.0047793384
3282.0669,0.00050042087
3281.9373,0.0056526312
3281.8071,0.0060927942
3281.6772,0.0025654291
3281.5474,0.0068551796
3281.4180,0.0061141043
3281.2881,0.0025378093
3281.1582,0.0044599613
3281.0286,0.0069631091
3280.8984,0.0027928429
3280.7690,0.0018491610
3280.6392,0.0067781638
3280.5095,0.0052571623
3280.3799,0.0020549854
3280.2500,0.0059883404
3280.1206,0.0040759463
3279.9905,0.0023425044
3279.8611,0.0041974345
3279.7312,0.0063102725
3279.6018,0.0041379118
3279.4722,0.0038482561
3279.3425,0.0064383931
3279.2129,0.0050284909
3279.0833,0.0035062572
3278.9539,0.0057884073
3278.8242,0.0052732164
3278.6948,0.0016748419
3278.5652,0.0046038297
3278.4353,0.0068952185
3278.3059,0.0021565664
3278.1763,0.0053369342
3278.0469,0.0057926872
3277.9175,0.0037931339
3277.7881,0.0031054118
3277.6584,0.0077912305
3277.5286,0.0032863761
3277.3994,0.0017871739
3277.2698,0.0068135443
3277.1406,0.0055525210
3277.0110,0.0033762588
3276.8818,0.0027387578
3276.7520,0.0059149484
3276.6226,0.0038802465
3276.4934,0.0047797333
3276.3638,0.0084656104
3276.2346,0.0012690448
3276.1052,0.0042519607
3275.9763,0.0054829293
3275.8467,0.0020066472
3275.7173,0.0010755949
3275.5881,0.0041165557
3275.4587,0.0048761712
3275.3296,0.0010359883
3275.2002,0.0039722482
3275.0708,0.0050955950
3274.9414,0.0038856112
3274.8120,0.0034037195
3274.6829,0.0072494382
3274.5537,0.0037305043
3274.4246,0.00098941347
3274.2949,0.0088240635
3274.1660,0.0036676729
3274.0366,0.0013001207
3273.9075,0.0075055473
3273.7783,0.0058553871
3273.6492,0.00015815775
3273.5203,0.0062278141
3273.3906,0.0054225093
3273.2617,0.00031085403
3273.1326,0.0034332233
3273.0034,0.0050781104
3272.8743,0.0029644752
3272.7451,0.0023392758
3272.6162,0.0045535481
3272.4871,0.0052275443
3272.3582,0.0010085765
3272.2290,0.0034110378
3272.0999,0.0071302806
3271.9712,0.00026496281
3271.8420,0.0030560212
3271.7129,0.0072525996
3271.5837,0.0022794416
3271.4551,0.0032876339
3271.3259,0.0055874530
3271.1968,0.0043503204
3271.0681,0.0029881450
3270.9387,0.0074400841
3270.8101,0.0048303693
3270.6809,0.0011735386
3270.5522,0.0043207365
3270.4231,0.0062284488
3270.2942,0.00097764342
3270.1653,0.0051080994
3270.0364,0.0036567515
3269.9075,0.0038097089
3269.7786,0.0033853515
3269.6499,0.0056255516
3269.5210,0.0039205248
3269.3921,0.00069630862
3269.2634,0.0064929137
3269.1345,0.0053722011
3269.0059,0.0017452353
3268.8770,0.0034636869
3268.7485,0.0049737850
3268.6196,0.0018042796
3268.4905,0.0021856783
3268.3618,0.0058143153
3268.2332,0.0045085708
3268.1045,0.0023289593
3267.9756,0.0070918691
3267.8472,0.0049339933
3267.7183,0.0027878771
3267.5894,0.0056791618
3267.4607,0.0045567341
3267.3320,0.0014843821
3267.2036,0.0033006470
3267.0750,0.0069081872
3266.9463,0.0019995244
3266.8174,0.0048755915
3266.6887,0.0039683883
3266.5603,0.0044637197
3266.4316,0.0018409520
3266.3032,0.0070544183
3266.1746,0.0044229142
3266.0464,0.0012586077
3265.9175,0.0058198748
3265.7888,0.0053081927
3265.6604,0.00064194144
3265.5317,0.0049643139
3265.4036,0.0062088207
3265.2749,0.00096756808
3265.1462,0.0043961499
3265.0178,0.0043064156
3264.8892,0.0025123863
3264.7610,0.0024161846
3264.6323,0.0051461463
3264.5042,0.0025398561
3264.3752,0.0015221564
3264.2471,0.0033998503
3264.1184,0.0049049486
3263.9900,0.00090306741
3263.8618,0.0036803742
3263.7334,0.0038274191
3263.6052,0.0026573238
3263.4763,0.0015173664
3263.3481,0.0051253582
3263.2197,0.0037115996
3263.0913,0.00084639696
3262.9631,0.0047852327
3262.8347,0.0044918028
3262.7068,0.00094200112
3262.5784,0.0043951403
3262.4502,0.0054136035
3262.3218,0.0025396619
3262.1934,0.0061957738
3262.0654,0.0038784770
3261.9370,0.0021059031
3261.8088,0.0017180467
3261.6804,0.0048483089
3261.5525,0.0032567973
3261.4241,0.0012747287
3261.2959,0.0042423173
3261.1677,0.0049215206
3261.0393,0.00077305752
3260.9114,0.0035176470
3260.7830,0.0050348868
3260.6550,0.0029589573
3260.5269,0.0025332617
3260.3987,0.0061385250
3260.2705,0.0029082380
3260.1423,0.0025150650
3260.0144,0.0049820151
3259.8862,0.0043245163
3259.7583,0.0016957674
3259.6301,0.0055676969
3259.5020,0.0046152626
3259.3740,0.0013966352
3259.2458,0.0050129299
3259.1182,0.0040674191
3258.9900,0.0024459236
3258.8621,0.0021402992
3258.7341,0.0053028394
3258.6057,0.0045930655
3258.4780,0.0024146857
3258.3499,0.0060656783
3258.2222,0.0031022672
3258.0940,0.0011097572
3257.9663,0.0035053266
3257.8384,0.0047145034
3257.7100,0.0015998600
3257.5823,0.0029380228
3257.4543,0.0070282426
3257.3267,0.0014644022
3257.1987,0.0040841224
3257.0710,0.0061218096
3256.9429,0.0023406961
3256.8149,0.0014681402
3256.6873,0.0022199482
3256.5593,0.0058789202
3256.4316,0.0019397890
3256.3037,0.0047532772
3256.1763,0.0052457410
3256.0483,0.0020893954
3255.9207,0.0017360843
3255.7927,0.0040200530
3255.6650,0.0041144043
3255.5374,0.00099157554
3255.4097,0.0060302652
3255.2817,0.0045787930
3255.1541,0.0021959892
3255.0264,0.0037034061
3254.8987,0.0053102677
3254.7710,0.00097359269
3254.6433,0.0051833582
3254.5154,0.0038396958
3254.3879,0.0020797690
3254.2603,0.0030325921
3254.1328,0.0054327236
3254.0051,0.0028870236
3253.8774,0.0028215551
3253.7500,0.0037830034
3253.6221,0.0042031263
3253.4946,0.0011915121
3253.3669,0.0036885513
3253.2395,0.0054100724
3253.1118,0.0010948122
3252.9841,0.0046725213
3252.8569,0.0040641390
3252.7292,0.0031367498
3252.6021,0.0038889861
3252.4744,0.0050214618
3252.3469,0.0036514408
3252.2195,0.0027070707
3252.0916,0.0042747511
3251.9644,0.0045146327
3251.8369,0.0018625013
3251.7095,0.0059307949
3251.5820,0.0024493190
3251.4548,0.0016769860
3251.3274,0.0027503762
3251.1995,0.0061086048
3251.0723,0.0013193645
3250.9448,0.0031808626
3250.8176,0.0043998552
3250.6902,0.0021172001
3250.5630,0.0010757167
3250.4353,0.0044241250
3250.3079,0.0028258867
3250.1807,0.0021327282
3250.0535,0.0055406406
3249.9263,0.0039668339
3249.7988,0.0012586981
3249.6716,0.0050329897
3249.5444,0.0030870119
3249.4170,0.0027529569
3249.2900,0.0031874815
3249.1626,0.0024612229
3249.0356,0.0042398116
3248.9082,0.00066981709
3248.7810,0.0045785583
3248.6536,0.0037736308
3248.5264,0.0011841634
3248.3994,0.0028906353
3248.2722,0.0058568032
3248.1450,0.00054329960
3248.0178,0.0029528700
3247.8906,0.0044782148
3247.7634,0.0013105419
3247.6362,0.0020471234
3247.5093,0.0025211161
3247.3821,0.0026518814
3247.2551,0.0020472934
3247.1277,0.0047273939
3247.0007,0.0044438606
3246.8738,0.00082460878
3246.7466,0.0033801764
3246.6196,0.0040852721
3246.4927,0.0012731969
3246.3657,0.0013240550
3246.2385,0.0039264155
3246.1118,0.0042951601
3245.9846,0.0021322998
3245.8577,0.0043952879
3245.7307,0.0027324138
3245.6038,0.0012801884
3245.4768,0.0049382038
3245.3496,0.0033983681
3245.2229,0.0017647074
3245.0959,0.0027329691
3244.9690,0.0060414602
3244.8423,0.00083450181
3244.7148,0.0021555715
3244.5881,0.0030836624
3244.4612,0.0032481221
3244.3345,0.00073510443
3244.2078,0.0052587045
3244.0808,0.0041996925
3243.9541,0.00016052442
3243.8269,0.0044099344
3243.7002,0.0043593273
3243.5732,0.00060215517
3243.4468,0.0033828756
3243.3198,0.0043728380
3243.1931,0.00010876556
3243.0664,0.00013885558
3242.9395,0.0042586806
3242.8130,0.0023073719
3242.6863,0.0010171644
3242.5596,0.0023885986
3242.4329,0.0040893648
3242.3057,0.0022969472
3242.1792,0.0047353422
3242.0525,0.0043595666
3241.9260,0.0012898543
3241.7993,0.0018302024
3241.6726,0.0046501253
3241.5459,0.0027474742
3241.4189,0.0017988988
3241.2925,0.0048744902
3241.1658,0.0027624534
3241.0393,0.0012587751
3240.9128,0.0048958277
3240.7864,0.0020920045
3240.6594,0.0018497368
3240.5327,0.0037084364
3240.4063,0.0029694566
3240.2798,0.0021629652
3240.1533,0.0016579063
3240.0266,0.0043860804
3239.9004,0.0019875106
3239.7737,0.0017826938
3239.6472,0.0024943028
3239.5210,0.0041682520
3239.3943,0.0021447260
3239.2681,0.0035778570
3239.1416,0.0046860175
3239.0149,0.0021118943
3238.8884,0.0031707422
3238.7620,0.0041922312
3238.6357,0.0030613767
3238.5093,0.0012640835
3238.3828,0.0049782572
3238.2561,0.0036918758
3238.1299,0.0012899657
3238.0034,0.0055823615
3237.8772,0.0031157895
3237.7510,0.00099312107
3237.6245,0.0032961194
3237.4983,0.0050486308
3237.3716,0.0028697017
3237.2456,0.0031372553
3237.1191,0.0054727560
3236.9927,0.0024614215
3236.8667,0.0031494615
3236.7402,0.0049816384
3236.6143,0.0028511179
3236.4878,0.00048660621
3236.3618,0.0042745289
3236.2354,0.0054303515
3236.1091,0.0018701152
3235.9832,0.0031491849
3235.8569,0.0038095170
3235.7305,0.0020403301
3235.6042,0.0036217526
3235.4783,0.0042131185
3235.3521,0.0021331445
3235.2258,0.0024049534
3235.0999,0.0044583548
3234.9734,0.0022250535
3234.8474,0.0019350853
3234.7212,0.0038654776
3234.5952,0.0027833635
3234.4690,0.0021229810
3234.3430,0.0040709288
3234.2170,0.0039566052
3234.0906,0.0015586690
3233.9646,0.0010721746
3233.8386,0.0053345487
3233.7126,0.0022025409
3233.5867,0.00058322924
3233.4604,0.0038747077
3233.3347,0.0041363649
3233.2085,0.0010371068
3233.0828,0.0029484150
3232.9568,0.0052446513
3232.8308,0.00086922431
3232.7048,0.00014556645
3232.5786,0.0059249378
3232.4529,0.0029872993
3232.3269,0.0027775760
3232.2012,0.0034938655
3232.0750,0.0042655789
3231.9492,0.0018716108
3231.8232,0.0028848450
3231.6970,0.0053324630
3231.5715,0.00085759885
3231.4456,0.0065063532
3231.3198,0.0029045767
3231.1938,0.00071839232
3231.0681,0.0020999883
3230.9421,0.0042043547
3230.8162,0.0014483313
3230.6904,0.0014592155
3230.5647,0.0028446098
3230.4390,0.0036400247
3230.3132,2.1713760e-05
3230.1875,0.0042998246
3230.0618,0.0031765581
3229.9360,0.00057679875
3229.8103,0.0016851145
3229.6846,0.0066692177
3229.5591,0.0016141372
3229.4333,0.0036184329
3229.3074,0.0034623779
3229.1816,0.0026869385
3229.0559,0.0017996752
3228.9304,0.0034437939
3228.8047,0.0031554392
3228.6792,0.00046379407
3228.5532,0.0039822888
3228.4277,0.0035977801
