wavelength,power
3401.6960,0.014228673
3401.5564,0.034654520
3401.4170,0.054919075
3401.2776,0.027208837
3401.1382,0.023936851
3400.9988,0.055541612
3400.8594,0.039825369
3400.7197,0.011232417
3400.5803,0.052962944
3400.4412,0.050089542
3400.3018,0.0055987951
3400.1626,0.048344053
3400.0234,0.057377789
3399.8838,0.017370515
3399.7446,0.035229683
3399.6052,0.060925029
3399.4661,0.035160180
3399.3267,0.023435617
3399.1875,0.062122047
3399.0483,0.048465665
3398.9087,0.0086633088
3398.7695,0.056821212
3398.6304,0.061280426
3398.4912,0.012561472
3398.3521,0.049483307
3398.2129,0.071258694
3398.0735,0.030072737
3397.9341,0.039252922
3397.7952,0.074917123
3397.6560,0.046860870
3397.5171,0.023634491
3397.3779,0.072807610
3397.2390,0.062830158
3397.0994,0.0050185435
3396.9602,0.067058370
3396.8213,0.079703420
3396.6821,0.017829703
3396.5435,0.054673955
3396.4045,0.087838471
3396.2654,0.046017177
3396.1262,0.042776585
3395.9873,0.094103411
3395.8484,0.067113884
3395.7092,0.023614665
3395.5706,0.093069062
3395.4312,0.085414208
3395.2925,0.0034025738
3395.1533,0.085896984
3395.0144,0.10225159
3394.8757,0.032054540
3394.7366,0.068135440
3394.5979,0.11623123
3394.4587,0.066103525
3394.3201,0.052911311
3394.1812,0.12190512
3394.0422,0.091241173
3393.9036,0.020395214
3393.7646,0.11990237
3393.6257,0.12077290
3393.4868,0.018604083
3393.3481,0.11152976
3393.2092,0.14651655
3393.0706,0.059690274
3392.9319,0.090776592
3392.7935,0.16881065
3392.6545,0.10141966
3392.5156,0.056484483
3392.3772,0.17887403
3392.2385,0.15586387
3392.0996,0.014572441
3391.9612,0.17901853
3391.8220,0.20726457
3391.6836,0.048155587
3391.5449,0.17174309
3391.4065,0.25815398
3391.2678,0.12312072
3391.1292,0.13961110
3390.9907,0.31188533
3390.8518,0.22204441
3390.7134,0.084520079
3390.5747,0.36097363
3390.4363,0.35842568
3390.2976,0.049299143
3390.1589,0.41140088
3390.0205,0.54112202
3389.8818,0.20549041
3389.7437,0.48080495
3389.6050,0.89920092
3389.4668,0.58699548
3389.3284,0.70019919
3389.1897,1.8260211
3389.0513,1.8566581
3388.9128,2.5712492
3388.7747,10.099216
3388.6360,11.819700
3388.4978,2.3955529
3388.3594,2.3436270
3388.2207,1.4941361
3388.0825,0.40707582
3387.9441,0.74361873
3387.8059,0.79689956
3387.6675,0.30667022
3387.5293,0.33577552
3387.3906,0.52718502
3387.2524,0.31333566
3387.1143,0.13813092
3386.9758,0.38233319
3386.8379,0.29932839
3386.6995,0.059397090
3386.5615,0.25216547
3386.4229,0.28575444
3386.2844,0.090032466
3386.1465,0.17170817
3386.0083,0.25200829
3385.8704,0.13053362
3385.7322,0.099509083
3385.5940,0.21367335
3385.4558,0.15040697
3385.3176,0.041608583
3385.1797,0.17084198
3385.0415,0.16716594
3384.9036,0.027020549
3384.7651,0.12837458
3384.6272,0.16092026
3384.4890,0.064789481
3384.3508,0.091339141
3384.2131,0.15079045
3384.0750,0.086931214
3383.9370,0.048605904
3383.7986,0.13379687
3383.6609,0.10455932
3383.5227,0.017335409
3383.3848,0.10791463
3383.2471,0.11299919
3383.1089,0.028120140
3382.9709,0.081813566
3382.8328,0.11482444
3382.6951,0.048562411
3382.5571,0.054529611
3382.4192,0.10942654
3382.2815,0.066632472
3382.1438,0.030645737
3382.0059,0.092973679
3381.8679,0.079634100
3381.7302,0.011709360
3381.5923,0.077383213
3381.4546,0.088323511
3381.3167,0.025752982
3381.1787,0.058886517
3381.0410,0.088350922
3380.9031,0.042147838
3380.7656,0.036973041
3380.6277,0.081828475
3380.4902,0.056864910
3380.3521,0.016701994
3380.2144,0.071619220
3380.0767,0.067234389
3379.9390,0.010896789
3379.8015,0.060210511
3379.6638,0.073546648
3379.5261,0.024268704
3379.3882,0.041561373
3379.2505,0.072641589
3379.1130,0.041935381
3378.9753,0.027190952
3378.8379,0.067931257
3378.7004,0.051606610
3378.5627,0.010689278
3378.4253,0.059058603
3378.2876,0.058499511
3378.1501,0.011162327
3378.0125,0.048881408
3377.8752,0.063749723
3377.7375,0.022527177
3377.6001,0.033972226
3377.4624,0.062069323
3377.3250,0.036414012
3377.1875,0.019971803
3377.0500,0.059203357
3376.9128,0.042604689
3376.7749,0.0073348824
3376.6377,0.047239400
3376.5002,0.050331801
3376.3628,0.011757667
3376.2256,0.037173316
3376.0881,0.053827401
3375.9509,0.023899261
3375.8132,0.026347648
3375.6760,0.053160518
3375.5386,0.033981774
3375.4011,0.015237765
3375.2639,0.048623376
3375.1270,0.039491493
3374.9895,0.0055720620
3374.8521,0.039813854
3374.7151,0.043957837
3374.5776,0.011626814
3374.4404,0.028548894
3374.3032,0.047596846
3374.1658,0.022002626
3374.0288,0.019453192
3373.8914,0.044195253
3373.7544,0.029867772
3373.6172,0.0077291140
3373.4800,0.041162744
3373.3430,0.038007718
3373.2053,0.0053903256
3373.0684,0.034811251
3372.9312,0.040680271
3372.7944,0.015126877
3372.6572,0.024562007
3372.5200,0.041925341
3372.3828,0.023626596
3372.2456,0.015168345
3372.1086,0.039255552
3371.9717,0.033284232
3371.8347,0.0080205882
3371.6978,0.036500394
