wavelength,power
3390.09999999999,0.47204465616713975
3390.19999999999,0.44441346311754126
3390.2999999999897,0.41779273528284155
3390.3999999999896,0.3920395720457707
3390.4999999999895,0.3670842247509211
3390.5999999999894,0.3429040207350606
3390.6999999999894,0.3195058185248755
3390.7999999999893,0.2969139432627124
3390.899999999989,0.2751617615321385
3390.999999999989,0.2542857512764684
3391.099999999989,0.23432133450265485
3391.199999999989,0.21529999012578674
3391.299999999989,0.19724731893426517
3391.3999999999887,0.18018183039287805
3391.4999999999886,0.1641142840428488
3391.5999999999885,0.14904745981314485
3391.6999999999884,0.13497625964555765
3391.7999999999884,0.12188806240788061
3391.8999999999883,0.10976326822016576
3391.999999999988,0.09857597899970327
3392.099999999988,0.08829477047427489
3392.199999999988,0.07888351789649355
3392.299999999988,0.07030224369669585
3392.399999999988,0.06250796062978257
3392.4999999999877,0.055455488771890445
3392.5999999999876,0.049098229097104866
3392.6999999999875,0.04338888035573991
3392.7999999999874,0.038280089599166886
3392.8999999999874,0.0337250299524865
3392.9999999999873,0.02967790212085
3393.099999999987,0.026094358623737858
3393.199999999987,0.0229318518838136
3393.299999999987,0.020149909058816296
3393.399999999987,0.017710337908707786
3393.499999999987,0.015577369054825253
3393.5999999999867,0.013717740737792227
3393.6999999999866,0.012100732645837775
3393.7999999999865,0.010698155597873946
3393.8999999999864,0.00948430386123534
3393.9999999999864,0.008435876698288172
3394.0999999999863,0.007531875404701152
3394.199999999986,0.006753481659164159
3394.299999999986,0.006083922481596804
3394.399999999986,0.0055083265233285186
3394.499999999986,0.005013575813877685
3394.599999999986,0.004588156486665548
3394.6999999999857,0.004222011418360692
3394.7999999999856,0.0039063971579406205
3394.8999999999855,0.003633747002822831
3394.9999999999854,0.0033975416081434943
3395.0999999999854,0.0031921880961169793
3395.1999999999853,0.0030129082675343193
3395.299999999985,0.0028556362068731227
3395.399999999985,0.0027169253145023506
3395.499999999985,0.0025938645910596517
3395.599999999985,0.0024840038362879237
3395.699999999985,0.0023852873028445357
3395.7999999999847,0.0022959952599005437
3395.8999999999846,0.0022146928666836015
3395.9999999999845,0.0021401857275313613
3396.0999999999844,0.002071481492795703
3396.1999999999844,0.0020077568797038565
3396.2999999999843,0.0019483295100935587
3396.399999999984,0.0018926339943116197
3396.499999999984,0.001840201729492904
3396.599999999984,0.001790643923386405
3396.699999999984,0.00174363739978482
3396.799999999984,0.0016989127867794015
3396.8999999999837,0.0016562447332156963
3396.9999999999836,0.0016154438409127108
3397.0999999999835,0.0015763500397582787
3397.1999999999834,0.0015388271692766075
3397.2999999999834,0.0015027585634459996
3397.3999999999833,0.0014680434653474032
3397.499999999983,0.0014345941246898506
3397.599999999983,0.001402333454517952
3397.699999999983,0.0013711931436527099
3397.799999999983,0.0013411121388834178
3397.899999999983,0.0013120354258708677
3397.9999999999827,0.0012839130504043211
3398.0999999999826,0.0012566993323377647
3398.1999999999825,0.0012303522334656456
3398.2999999999824,0.00120483284801957
3398.3999999999824,0.0011801049905911585
3398.4999999999823,0.0011561348613073968
3398.599999999982,0.001132890772176861
3398.699999999982,0.0011103429218405339
3398.799999999982,0.0010884632086318369
3398.899999999982,0.0010672250739905671
